burst,Ind_ID,new_burst,attribution_merged,activity,id,split
burst_3,Yamuna,226669,Resting,Inactive,Yamuna_226669,train
burst_3,Yamuna,226670,Resting,Inactive,Yamuna_226670,train
burst_3,Yamuna,226671,Resting,Inactive,Yamuna_226671,test
burst_3,Yamuna,226672,Walking,Active,Yamuna_226672,test
burst_3,Yamuna,226673,Walking,Active,Yamuna_226673,train
burst_3,Yamuna,226674,Walking,Active,Yamuna_226674,train
burst_3,Yamuna,269566,Resting,Inactive,Yamuna_269566,train
burst_3,Yamuna,269567,Resting,Inactive,Yamuna_269567,test
burst_3,Yamuna,269568,Resting,Inactive,Yamuna_269568,test
burst_3,Yamuna,269629,Eating,Active,Yamuna_269629,train
burst_3,Yamuna,269630,Eating,Active,Yamuna_269630,train
burst_3,Yamuna,269631,Eating,Active,Yamuna_269631,train
burst_3,Yamuna,269632,Eating,Active,Yamuna_269632,train
burst_3,Yamuna,269633,Eating,Active,Yamuna_269633,test
burst_3,Yamuna,269634,Eating,Active,Yamuna_269634,train
burst_3,Yamuna,269794,Grooming receiver,Inactive,Yamuna_269794,train
burst_3,Yamuna,269795,Grooming receiver,Inactive,Yamuna_269795,train
burst_3,Yamuna,269796,Grooming receiver,Inactive,Yamuna_269796,train
burst_3,Yamuna,269797,Resting,Inactive,Yamuna_269797,train
burst_3,Yamuna,269798,Remove,Remove,Yamuna_269798,test
burst_3,Yamuna,269799,Remove,Remove,Yamuna_269799,test
burst_3,Yamuna,269800,Resting,Inactive,Yamuna_269800,train
burst_3,Yamuna,269801,Resting,Inactive,Yamuna_269801,train
burst_3,Yamuna,269802,Resting,Inactive,Yamuna_269802,test
burst_3,Yamuna,269803,Eating,Active,Yamuna_269803,train
burst_3,Yamuna,269804,Eating,Active,Yamuna_269804,test
burst_3,Yamuna,269805,Eating,Active,Yamuna_269805,train
burst_3,Yamuna,269806,Self-scratching,Active,Yamuna_269806,train
burst_3,Yamuna,269807,Remove,Remove,Yamuna_269807,train
burst_3,Yamuna,269808,Eating,Active,Yamuna_269808,train
burst_3,Yamuna,269809,Eating,Active,Yamuna_269809,train
burst_3,Yamuna,269810,Eating,Active,Yamuna_269810,test
burst_3,Yamuna,269811,Eating,Active,Yamuna_269811,train
burst_3,Yamuna,269818,Self-scratching,Active,Yamuna_269818,train
burst_3,Yamuna,269819,Resting,Inactive,Yamuna_269819,test
burst_3,Yamuna,269820,Resting,Inactive,Yamuna_269820,train
burst_3,Yamuna,269821,Eating,Active,Yamuna_269821,train
burst_3,Yamuna,269822,Eating,Active,Yamuna_269822,train
burst_3,Yamuna,269823,Eating,Active,Yamuna_269823,test
burst_3,Yamuna,269824,Resting,Inactive,Yamuna_269824,test
burst_3,Yamuna,269825,Resting,Inactive,Yamuna_269825,train
burst_3,Yamuna,269826,Resting,Inactive,Yamuna_269826,train
burst_3,Yamuna,269827,Eating,Active,Yamuna_269827,train
burst_3,Yamuna,269828,Walking,Active,Yamuna_269828,train
burst_3,Yamuna,269829,Eating,Active,Yamuna_269829,test
burst_3,Yamuna,269830,Resting,Inactive,Yamuna_269830,train
burst_3,Yamuna,269831,Resting,Inactive,Yamuna_269831,train
burst_3,Yamuna,269832,Resting,Inactive,Yamuna_269832,train
burst_3,Yamuna,269833,Resting,Inactive,Yamuna_269833,train
burst_3,Yamuna,269834,Resting,Inactive,Yamuna_269834,train
burst_3,Yamuna,269835,Resting,Inactive,Yamuna_269835,train
burst_3,Yamuna,275944,Resting,Inactive,Yamuna_275944,train
burst_3,Yamuna,275945,Resting,Inactive,Yamuna_275945,train
burst_3,Yamuna,275946,Eating,Active,Yamuna_275946,train
burst_3,Yamuna,275947,Eating,Active,Yamuna_275947,test
burst_3,Yamuna,275948,Eating,Active,Yamuna_275948,test
burst_3,Yamuna,275949,Remove,Remove,Yamuna_275949,train
burst_3,Yamuna,275950,Eating,Active,Yamuna_275950,train
burst_3,Yamuna,275951,Eating,Active,Yamuna_275951,train
burst_3,Yamuna,275952,Eating,Active,Yamuna_275952,train
burst_3,Yamuna,275953,Walking,Active,Yamuna_275953,train
burst_3,Yamuna,275954,Walking,Active,Yamuna_275954,train
burst_3,Yamuna,275955,Walking,Active,Yamuna_275955,test
burst_3,Yamuna,276040,Resting,Inactive,Yamuna_276040,test
burst_3,Yamuna,276041,Self-scratching,Active,Yamuna_276041,test
burst_3,Yamuna,276042,Eating,Active,Yamuna_276042,train
burst_3,Yamuna,289795,Resting,Inactive,Yamuna_289795,train
burst_3,Yamuna,289796,Resting,Inactive,Yamuna_289796,train
burst_3,Yamuna,289797,Resting,Inactive,Yamuna_289797,train
burst_3,Yamuna,289798,Resting,Inactive,Yamuna_289798,train
burst_3,Yamuna,289799,Resting,Inactive,Yamuna_289799,train
burst_3,Yamuna,289800,Resting,Inactive,Yamuna_289800,train
burst_3,Yamuna,289801,Resting,Inactive,Yamuna_289801,train
burst_3,Yamuna,289802,Resting,Inactive,Yamuna_289802,train
burst_3,Yamuna,289803,Walking,Active,Yamuna_289803,test
burst_3,Yamuna,289804,Walking,Active,Yamuna_289804,train
burst_3,Yamuna,289805,Walking,Active,Yamuna_289805,test
burst_3,Yamuna,289806,Walking,Active,Yamuna_289806,train
burst_3,Yamuna,289807,Eating,Active,Yamuna_289807,test
burst_3,Yamuna,289808,Eating,Active,Yamuna_289808,train
burst_3,Yamuna,289809,Eating,Active,Yamuna_289809,test
burst_3,Yamuna,289810,Eating,Active,Yamuna_289810,train
burst_3,Yamuna,289811,Walking,Active,Yamuna_289811,train
burst_3,Yamuna,289900,Grooming actor,Active,Yamuna_289900,test
burst_3,Yamuna,289901,Grooming actor,Active,Yamuna_289901,train
burst_3,Yamuna,289902,Grooming actor,Active,Yamuna_289902,train
burst_3,Yamuna,289903,Resting,Inactive,Yamuna_289903,train
burst_3,Yamuna,289904,Grooming receiver,Inactive,Yamuna_289904,test
burst_3,Yamuna,289905,Grooming receiver,Inactive,Yamuna_289905,train
burst_3,Yamuna,289906,Grooming receiver,Inactive,Yamuna_289906,train
burst_3,Yamuna,289907,Grooming receiver,Inactive,Yamuna_289907,train
burst_3,Yamuna,289908,Grooming receiver,Inactive,Yamuna_289908,train
burst_3,Yamuna,289909,Grooming receiver,Inactive,Yamuna_289909,train
burst_3,Yamuna,289910,Resting,Inactive,Yamuna_289910,train
burst_3,Yamuna,289911,Resting,Inactive,Yamuna_289911,train
burst_3,Yamuna,290044,Resting,Inactive,Yamuna_290044,test
burst_3,Yamuna,290045,Resting,Inactive,Yamuna_290045,train
burst_3,Yamuna,290046,Resting,Inactive,Yamuna_290046,test
burst_3,Yamuna,290047,Walking,Active,Yamuna_290047,train
burst_3,Yamuna,290048,Walking,Active,Yamuna_290048,train
burst_3,Yamuna,290049,Walking,Active,Yamuna_290049,train
burst_3,Yamuna,387274,Eating,Active,Yamuna_387274,train
burst_3,Yamuna,387275,Eating,Active,Yamuna_387275,train
burst_3,Yamuna,387276,Eating,Active,Yamuna_387276,train
burst_3,Yamuna,387277,Walking,Active,Yamuna_387277,train
burst_3,Yamuna,387278,Walking,Active,Yamuna_387278,train
burst_3,Yamuna,387279,Walking,Active,Yamuna_387279,train
burst_3,Yamuna,387280,Eating,Active,Yamuna_387280,train
burst_3,Yamuna,387281,Eating,Active,Yamuna_387281,train
burst_3,Yamuna,387282,Walking,Active,Yamuna_387282,train
burst_3,Yamuna,387283,Walking,Active,Yamuna_387283,train
burst_3,Yamuna,387284,Walking,Active,Yamuna_387284,train
burst_3,Yamuna,387285,Walking,Active,Yamuna_387285,test
burst_3,Zeus,165193,Resting,Inactive,Zeus_165193,train
burst_3,Zeus,165194,Resting,Inactive,Zeus_165194,train
burst_3,Zeus,165195,Resting,Inactive,Zeus_165195,train
burst_3,Zeus,165196,Grooming receiver,Inactive,Zeus_165196,train
burst_3,Zeus,165197,Grooming receiver,Inactive,Zeus_165197,train
burst_3,Zeus,165198,Grooming receiver,Inactive,Zeus_165198,test
burst_3,Zeus,165199,Resting,Inactive,Zeus_165199,train
burst_3,Zeus,165200,Grooming actor,Active,Zeus_165200,test
burst_3,Zeus,165201,Grooming actor,Active,Zeus_165201,train
burst_3,Zeus,165202,Grooming receiver,Inactive,Zeus_165202,train
burst_3,Zeus,165203,Grooming receiver,Inactive,Zeus_165203,test
burst_3,Zeus,214788,Resting,Inactive,Zeus_214788,train
burst_3,Zeus,214789,Walking,Active,Zeus_214789,train
burst_3,Zeus,217072,Resting,Inactive,Zeus_217072,train
burst_3,Zeus,217073,Resting,Inactive,Zeus_217073,train
burst_3,Zeus,217074,Remove,Remove,Zeus_217074,test
burst_3,Zeus,217075,Resting,Inactive,Zeus_217075,train
burst_3,Zeus,217076,Resting,Inactive,Zeus_217076,train
burst_3,Zeus,217077,Resting,Inactive,Zeus_217077,train
burst_3,Zeus,217078,Resting,Inactive,Zeus_217078,train
burst_3,Zeus,217079,Resting,Inactive,Zeus_217079,test
burst_3,Zeus,217080,Resting,Inactive,Zeus_217080,train
burst_3,Zeus,217081,Remove,Remove,Zeus_217081,test
burst_3,Zeus,217082,Walking,Active,Zeus_217082,train
burst_3,Zeus,217083,Walking,Active,Zeus_217083,train
burst_3,Zeus,217089,Eating,Active,Zeus_217089,train
burst_3,Zeus,217090,Eating,Active,Zeus_217090,train
burst_3,Zeus,217091,Eating,Active,Zeus_217091,train
burst_3,Zeus,217092,Eating,Active,Zeus_217092,train
burst_3,Zeus,217093,Resting,Inactive,Zeus_217093,train
burst_3,Zeus,217094,Resting,Inactive,Zeus_217094,test
burst_3,Zeus,217095,Resting,Inactive,Zeus_217095,test
burst_3,Zeus,217096,Resting,Inactive,Zeus_217096,train
burst_3,Zeus,217097,Resting,Inactive,Zeus_217097,train
burst_3,Zeus,217098,Resting,Inactive,Zeus_217098,test
burst_3,Zeus,217099,Resting,Inactive,Zeus_217099,train
burst_3,Zeus,217100,Resting,Inactive,Zeus_217100,train
burst_3,Zeus,217101,Eating,Active,Zeus_217101,train
burst_3,Zeus,217102,Eating,Active,Zeus_217102,train
burst_3,Zeus,217103,Eating,Active,Zeus_217103,test
burst_3,Zeus,217104,Eating,Active,Zeus_217104,test
burst_3,Zeus,217105,Resting,Inactive,Zeus_217105,train
burst_3,Zeus,217106,Resting,Inactive,Zeus_217106,test
burst_3,Zeus,217107,Resting,Inactive,Zeus_217107,train
burst_3,Zeus,217108,Resting,Inactive,Zeus_217108,train
burst_3,Zeus,217109,Resting,Inactive,Zeus_217109,train
burst_3,Zeus,217110,Resting,Inactive,Zeus_217110,test
burst_3,Zeus,318093,Walking,Active,Zeus_318093,test
burst_3,Zeus,318094,Eating,Active,Zeus_318094,train
burst_3,Zeus,318095,Self-scratching,Active,Zeus_318095,test
burst_3,Zeus,318096,Eating,Active,Zeus_318096,train
burst_3,Zeus,318097,Remove,Remove,Zeus_318097,train
burst_3,Zeus,318098,Remove,Remove,Zeus_318098,train
burst_3,Zeus,318099,Remove,Remove,Zeus_318099,train
burst_3,Zeus,318100,Eating,Active,Zeus_318100,test
burst_3,Zeus,318101,Eating,Active,Zeus_318101,train
burst_3,Zeus,318102,Eating,Active,Zeus_318102,train
burst_3,Zeus,318103,Eating,Active,Zeus_318103,train
burst_3,Zeus,318104,Eating,Active,Zeus_318104,test
burst_3,Zeus,318105,Eating,Active,Zeus_318105,train
burst_3,Zeus,318106,Eating,Active,Zeus_318106,train
burst_3,Zeus,318107,Eating,Active,Zeus_318107,train
burst_3,Zeus,318108,Eating,Active,Zeus_318108,train
burst_3,Zeus,318109,Eating,Active,Zeus_318109,test
burst_3,Zeus,318110,Eating,Active,Zeus_318110,test
burst_3,Zeus,318111,Eating,Active,Zeus_318111,train
burst_3,Zeus,318112,Eating,Active,Zeus_318112,train
burst_3,Zeus,318113,Eating,Active,Zeus_318113,train
burst_3,Zeus,318114,Eating,Active,Zeus_318114,train
burst_3,Zeus,318115,Eating,Active,Zeus_318115,train
burst_3,Zeus,318116,Eating,Active,Zeus_318116,train
burst_3,Zeus,318117,Eating,Active,Zeus_318117,train
burst_3,Zeus,318118,Running,Active,Zeus_318118,train
burst_3,Zeus,318119,Running,Active,Zeus_318119,test
burst_3,Zeus,318120,Eating,Active,Zeus_318120,test
burst_3,Zeus,318121,Resting,Inactive,Zeus_318121,test
burst_3,Zeus,318122,Resting,Inactive,Zeus_318122,train
burst_3,Zeus,318123,Resting,Inactive,Zeus_318123,test
burst_3,Zeus,318124,Resting,Inactive,Zeus_318124,train
burst_3,Zeus,318125,Resting,Inactive,Zeus_318125,train
burst_3,Zeus,318126,Resting,Inactive,Zeus_318126,test
burst_3,Zeus,318127,Walking,Active,Zeus_318127,test
burst_3,Zeus,318128,Resting,Inactive,Zeus_318128,train
burst_3,Zeus,318129,Remove,Remove,Zeus_318129,train
burst_4,Aarhus,282885,Resting,Inactive,Aarhus_282885,train
burst_4,Aarhus,282886,Remove,Remove,Aarhus_282886,train
burst_4,Aarhus,282887,Walking,Active,Aarhus_282887,train
burst_4,Aarhus,282888,Walking,Active,Aarhus_282888,train
burst_4,Aarhus,282889,Eating,Active,Aarhus_282889,train
burst_4,Aarhus,282890,Eating,Active,Aarhus_282890,train
burst_4,Aarhus,282891,Eating,Active,Aarhus_282891,train
burst_4,Aarhus,282892,Eating,Active,Aarhus_282892,train
burst_4,Aarhus,282893,Eating,Active,Aarhus_282893,train
burst_4,Aarhus,282894,Eating,Active,Aarhus_282894,train
burst_4,Aarhus,282895,Eating,Active,Aarhus_282895,train
burst_4,Aarhus,282896,Walking,Active,Aarhus_282896,train
burst_4,Aarhus,282897,Walking,Active,Aarhus_282897,train
burst_4,Aarhus,282898,Walking,Active,Aarhus_282898,train
burst_4,Aarhus,282899,Walking,Active,Aarhus_282899,train
burst_4,Aarhus,282900,Walking,Active,Aarhus_282900,train
burst_4,Aarhus,282901,Resting,Inactive,Aarhus_282901,train
burst_4,Aarhus,282902,Walking,Active,Aarhus_282902,train
burst_4,Aarhus,282903,Walking,Active,Aarhus_282903,train
burst_4,Aarhus,282904,Walking,Active,Aarhus_282904,train
burst_4,Aarhus,282905,Resting,Inactive,Aarhus_282905,train
burst_4,Aarhus,282906,Resting,Inactive,Aarhus_282906,train
burst_4,Aarhus,282907,Resting,Inactive,Aarhus_282907,train
burst_4,Aarhus,282908,Resting,Inactive,Aarhus_282908,train
burst_4,Aarhus,282909,Resting,Inactive,Aarhus_282909,train
burst_4,Aarhus,282910,Resting,Inactive,Aarhus_282910,train
burst_4,Aarhus,282911,Walking,Active,Aarhus_282911,train
burst_4,Aarhus,282912,Walking,Active,Aarhus_282912,train
burst_4,Aarhus,282913,Resting,Inactive,Aarhus_282913,train
burst_4,Aarhus,282914,Resting,Inactive,Aarhus_282914,train
burst_4,Aarhus,282915,Resting,Inactive,Aarhus_282915,train
burst_4,Aarhus,282916,Resting,Inactive,Aarhus_282916,train
burst_4,Aarhus,282917,Eating,Active,Aarhus_282917,test
burst_4,Aarhus,282918,Eating,Active,Aarhus_282918,train
burst_4,Aarhus,282919,Eating,Active,Aarhus_282919,train
burst_4,Aarhus,282920,Resting,Inactive,Aarhus_282920,train
burst_4,Aarhus,282921,Resting,Inactive,Aarhus_282921,test
burst_4,Aarhus,282922,Resting,Inactive,Aarhus_282922,test
burst_4,Aarhus,282923,Resting,Inactive,Aarhus_282923,train
burst_4,Aarhus,282924,Resting,Inactive,Aarhus_282924,train
burst_4,Aarhus,282925,Eating,Active,Aarhus_282925,test
burst_4,Aarhus,282926,Eating,Active,Aarhus_282926,train
burst_4,Aarhus,282927,Eating,Active,Aarhus_282927,train
burst_4,Aarhus,282928,Eating,Active,Aarhus_282928,train
burst_4,Aarhus,282929,Eating,Active,Aarhus_282929,test
burst_4,Aarhus,282930,Eating,Active,Aarhus_282930,train
burst_4,Aarhus,282931,Eating,Active,Aarhus_282931,train
burst_4,Aarhus,282932,Eating,Active,Aarhus_282932,train
burst_4,Aarhus,282933,Walking,Active,Aarhus_282933,train
burst_4,Aarhus,282934,Walking,Active,Aarhus_282934,train
burst_4,Aarhus,282935,Eating,Active,Aarhus_282935,test
burst_4,Aarhus,282936,Eating,Active,Aarhus_282936,train
burst_4,Aarhus,282937,Resting,Inactive,Aarhus_282937,test
burst_4,Aarhus,282938,Resting,Inactive,Aarhus_282938,train
burst_4,Aarhus,282939,Resting,Inactive,Aarhus_282939,train
burst_4,Aarhus,282940,Resting,Inactive,Aarhus_282940,train
burst_4,Aarhus,283149,Eating,Active,Aarhus_283149,test
burst_4,Aarhus,283150,Eating,Active,Aarhus_283150,train
burst_4,Aarhus,283151,Eating,Active,Aarhus_283151,test
burst_4,Aarhus,283152,Eating,Active,Aarhus_283152,test
burst_4,Aarhus,283153,Remove,Remove,Aarhus_283153,test
burst_4,Aarhus,283154,Walking,Active,Aarhus_283154,train
burst_4,Aarhus,283155,Walking,Active,Aarhus_283155,train
burst_4,Aarhus,283156,Resting,Inactive,Aarhus_283156,train
burst_4,Aarhus,283281,Remove,Remove,Aarhus_283281,train
burst_4,Aarhus,283282,Remove,Remove,Aarhus_283282,train
burst_4,Aarhus,283283,Remove,Remove,Aarhus_283283,train
burst_4,Aarhus,283284,Remove,Remove,Aarhus_283284,train
burst_4,Aarhus,309629,Grooming receiver,Inactive,Aarhus_309629,test
burst_4,Aarhus,309630,Grooming receiver,Inactive,Aarhus_309630,train
burst_4,Aarhus,309631,Grooming receiver,Inactive,Aarhus_309631,train
burst_4,Aarhus,309632,Grooming receiver,Inactive,Aarhus_309632,test
burst_4,Aarhus,309745,Eating,Active,Aarhus_309745,train
burst_4,Aarhus,309793,Resting,Inactive,Aarhus_309793,train
burst_4,Aarhus,309794,Resting,Inactive,Aarhus_309794,test
burst_4,Aarhus,309795,Resting,Inactive,Aarhus_309795,test
burst_4,Aarhus,309796,Resting,Inactive,Aarhus_309796,test
burst_4,Aarhus,309797,Walking,Active,Aarhus_309797,train
burst_4,Aarhus,309798,Resting,Inactive,Aarhus_309798,train
burst_4,Aarhus,309799,Resting,Inactive,Aarhus_309799,train
burst_4,Aarhus,309800,Resting,Inactive,Aarhus_309800,train
burst_4,Aarhus,309801,Eating,Active,Aarhus_309801,train
burst_4,Aarhus,309802,Self-scratching,Active,Aarhus_309802,train
burst_4,Aarhus,309803,Eating,Active,Aarhus_309803,train
burst_4,Aarhus,309804,Eating,Active,Aarhus_309804,train
burst_4,Aarhus,309805,Eating,Active,Aarhus_309805,test
burst_4,Aarhus,309806,Eating,Active,Aarhus_309806,train
burst_4,Aarhus,309807,Eating,Active,Aarhus_309807,train
burst_4,Aarhus,309808,Eating,Active,Aarhus_309808,train
burst_4,Aarhus,310137,Resting,Inactive,Aarhus_310137,train
burst_4,Aarhus,310138,Resting,Inactive,Aarhus_310138,train
burst_4,Aarhus,310139,Eating,Active,Aarhus_310139,train
burst_4,Aarhus,310140,Eating,Active,Aarhus_310140,train
burst_4,Aarhus,317570,Remove,Remove,Aarhus_317570,test
burst_4,Aarhus,317571,Remove,Remove,Aarhus_317571,train
burst_4,Aarhus,317572,Remove,Remove,Aarhus_317572,train
burst_4,Aarhus,317573,Eating,Active,Aarhus_317573,train
burst_4,Aarhus,317574,Eating,Active,Aarhus_317574,train
burst_4,Aarhus,317575,Eating,Active,Aarhus_317575,test
burst_4,Aarhus,317576,Eating,Active,Aarhus_317576,train
burst_4,Aarhus,317577,Eating,Active,Aarhus_317577,test
burst_4,Aarhus,317578,Eating,Active,Aarhus_317578,train
burst_4,Aarhus,317579,Walking,Active,Aarhus_317579,train
burst_4,Aarhus,317580,Remove,Remove,Aarhus_317580,train
burst_4,Aarhus,317581,Walking,Active,Aarhus_317581,test
burst_4,Aarhus,317582,Resting,Inactive,Aarhus_317582,train
burst_4,Aarhus,317583,Resting,Inactive,Aarhus_317583,train
burst_4,Aarhus,317584,Remove,Remove,Aarhus_317584,train
burst_4,Aarhus,317729,Grooming actor,Active,Aarhus_317729,test
burst_4,Aarhus,317730,Grooming actor,Active,Aarhus_317730,train
burst_4,Aarhus,317731,Grooming actor,Active,Aarhus_317731,train
burst_4,Aarhus,317732,Grooming actor,Active,Aarhus_317732,train
burst_4,Aarhus,317733,Eating,Active,Aarhus_317733,train
burst_4,Aarhus,317734,Eating,Active,Aarhus_317734,train
burst_4,Aarhus,317735,Remove,Remove,Aarhus_317735,test
burst_4,Aarhus,317736,Walking,Active,Aarhus_317736,train
burst_4,Aarhus,317941,Eating,Active,Aarhus_317941,test
burst_4,Aarhus,317942,Eating,Active,Aarhus_317942,train
burst_4,Aarhus,317943,Eating,Active,Aarhus_317943,train
burst_4,Aarhus,317944,Eating,Active,Aarhus_317944,test
burst_4,Aarhus,317945,Resting,Inactive,Aarhus_317945,test
burst_4,Aarhus,317946,Resting,Inactive,Aarhus_317946,train
burst_4,Aarhus,317947,Resting,Inactive,Aarhus_317947,train
burst_4,Aarhus,317948,Self-scratching,Active,Aarhus_317948,train
burst_4,Aarhus,317949,Walking,Active,Aarhus_317949,train
burst_4,Aarhus,317950,Walking,Active,Aarhus_317950,train
burst_4,Aarhus,317951,Walking,Active,Aarhus_317951,train
burst_4,Aarhus,317952,Walking,Active,Aarhus_317952,train
burst_4,Aarhus,321533,Walking,Active,Aarhus_321533,train
burst_4,Aarhus,321534,Walking,Active,Aarhus_321534,train
burst_4,Aarhus,321535,Walking,Active,Aarhus_321535,train
burst_4,Aarhus,321536,Remove,Remove,Aarhus_321536,train
burst_4,Aarhus,340929,Sleeping,Inactive,Aarhus_340929,train
burst_4,Aarhus,340930,Sleeping,Inactive,Aarhus_340930,train
burst_4,Aarhus,340931,Sleeping,Inactive,Aarhus_340931,test
burst_4,Aarhus,340932,Sleeping,Inactive,Aarhus_340932,test
burst_4,Aarhus,340933,Self-scratching,Active,Aarhus_340933,train
burst_4,Aarhus,340934,Resting,Inactive,Aarhus_340934,train
burst_4,Aarhus,340935,Resting,Inactive,Aarhus_340935,train
burst_4,Aarhus,340936,Resting,Inactive,Aarhus_340936,train
burst_4,Aarhus,340937,Sleeping,Inactive,Aarhus_340937,train
burst_4,Aarhus,340938,Sleeping,Inactive,Aarhus_340938,train
burst_4,Aarhus,340939,Sleeping,Inactive,Aarhus_340939,test
burst_4,Aarhus,340940,Sleeping,Inactive,Aarhus_340940,train
burst_4,Aarhus,340941,Sleeping,Inactive,Aarhus_340941,train
burst_4,Aarhus,340942,Sleeping,Inactive,Aarhus_340942,train
burst_4,Aarhus,340943,Sleeping,Inactive,Aarhus_340943,train
burst_4,Aarhus,340944,Sleeping,Inactive,Aarhus_340944,train
burst_4,Aarhus,341233,Grooming actor,Active,Aarhus_341233,test
burst_4,Aarhus,341234,Grooming actor,Active,Aarhus_341234,train
burst_4,Aarhus,341235,Grooming actor,Active,Aarhus_341235,train
burst_4,Aarhus,341236,Grooming actor,Active,Aarhus_341236,train
burst_4,Aarhus,341237,Resting,Inactive,Aarhus_341237,test
burst_4,Aarhus,341238,Resting,Inactive,Aarhus_341238,test
burst_4,Aarhus,341239,Resting,Inactive,Aarhus_341239,train
burst_4,Aarhus,341240,Resting,Inactive,Aarhus_341240,train
burst_4,Aarhus,341241,Grooming receiver,Inactive,Aarhus_341241,train
burst_4,Aarhus,341242,Grooming receiver,Inactive,Aarhus_341242,train
burst_4,Aarhus,341243,Grooming receiver,Inactive,Aarhus_341243,train
burst_4,Aarhus,341244,Grooming receiver,Inactive,Aarhus_341244,train
burst_4,Aarhus,374946,Walking,Active,Aarhus_374946,train
burst_4,Aarhus,374947,Remove,Remove,Aarhus_374947,train
burst_4,Aarhus,374948,Walking,Active,Aarhus_374948,train
burst_4,Aarhus,375105,Grooming actor,Active,Aarhus_375105,train
burst_4,Aarhus,375106,Grooming actor,Active,Aarhus_375106,train
burst_4,Aarhus,375107,Grooming actor,Active,Aarhus_375107,train
burst_4,Aarhus,375108,Grooming actor,Active,Aarhus_375108,train
burst_4,Aarhus,375109,Grooming actor,Active,Aarhus_375109,train
burst_4,Aarhus,375110,Grooming actor,Active,Aarhus_375110,train
burst_4,Aarhus,375111,Grooming actor,Active,Aarhus_375111,train
burst_4,Aarhus,375112,Self-scratching,Active,Aarhus_375112,train
burst_4,Aarhus,375113,Resting,Inactive,Aarhus_375113,test
burst_4,Aarhus,375114,Resting,Inactive,Aarhus_375114,test
burst_4,Aarhus,375115,Resting,Inactive,Aarhus_375115,train
burst_4,Aarhus,375116,Resting,Inactive,Aarhus_375116,train
burst_4,Aarhus,383849,Resting,Inactive,Aarhus_383849,test
burst_4,Aarhus,383850,Resting,Inactive,Aarhus_383850,train
burst_4,Aarhus,383851,Resting,Inactive,Aarhus_383851,train
burst_4,Aarhus,383852,Resting,Inactive,Aarhus_383852,train
burst_4,Aarhus,383853,Resting,Inactive,Aarhus_383853,train
burst_4,Aarhus,383854,Resting,Inactive,Aarhus_383854,test
burst_4,Aarhus,383855,Resting,Inactive,Aarhus_383855,train
burst_4,Aarhus,383856,Resting,Inactive,Aarhus_383856,train
burst_4,Aarhus,383857,Walking,Active,Aarhus_383857,test
burst_4,Aarhus,383858,Walking,Active,Aarhus_383858,test
burst_4,Aarhus,383859,Walking,Active,Aarhus_383859,test
burst_4,Aarhus,383860,Resting,Inactive,Aarhus_383860,train
burst_4,Aarhus,402391,Resting,Inactive,Aarhus_402391,train
burst_4,Aarhus,402392,Resting,Inactive,Aarhus_402392,train
burst_4,Aarhus,402393,Resting,Inactive,Aarhus_402393,train
burst_4,Aarhus,402394,Remove,Remove,Aarhus_402394,test
burst_4,Aarhus,402395,Resting,Inactive,Aarhus_402395,test
burst_4,Aarhus,402396,Resting,Inactive,Aarhus_402396,test
burst_4,Aarhus,402397,Walking,Active,Aarhus_402397,train
burst_4,Aarhus,402398,Resting,Inactive,Aarhus_402398,test
burst_4,Aarhus,402399,Remove,Remove,Aarhus_402399,train
burst_4,Aarhus,402400,Remove,Remove,Aarhus_402400,train
burst_4,Aarhus,633193,Running,Active,Aarhus_633193,train
burst_4,Aarhus,633194,Running,Active,Aarhus_633194,train
burst_4,Aarhus,633195,Running,Active,Aarhus_633195,train
burst_4,Aarhus,633196,Remove,Remove,Aarhus_633196,train
burst_4,Aarhus,633197,Walking,Active,Aarhus_633197,train
burst_4,Aarhus,633198,Walking,Active,Aarhus_633198,test
burst_4,Aarhus,633199,Walking,Active,Aarhus_633199,train
burst_4,Aarhus,633200,Remove,Remove,Aarhus_633200,train
burst_4,Aarhus,633201,Walking,Active,Aarhus_633201,train
burst_4,Aarhus,633202,Self-scratching,Active,Aarhus_633202,test
burst_4,Aarhus,633203,Remove,Remove,Aarhus_633203,test
burst_4,Aarhus,633204,Walking,Active,Aarhus_633204,test
burst_4,Aarhus,716517,Resting,Inactive,Aarhus_716517,test
burst_4,Aarhus,716518,Resting,Inactive,Aarhus_716518,train
burst_4,Aarhus,716519,Resting,Inactive,Aarhus_716519,train
burst_4,Aarhus,716520,Resting,Inactive,Aarhus_716520,train
burst_4,Aarhus,716521,Resting,Inactive,Aarhus_716521,train
burst_4,Aarhus,716522,Resting,Inactive,Aarhus_716522,test
burst_4,Aarhus,716523,Resting,Inactive,Aarhus_716523,train
burst_4,Aarhus,716524,Resting,Inactive,Aarhus_716524,train
burst_4,Aarhus,716525,Resting,Inactive,Aarhus_716525,train
burst_4,Aarhus,716526,Walking,Active,Aarhus_716526,train
burst_4,Aarhus,716527,Walking,Active,Aarhus_716527,train
burst_4,Aarhus,716528,Resting,Inactive,Aarhus_716528,test
burst_4,Aarhus,1250105,Resting,Inactive,Aarhus_1250105,train
burst_4,Aarhus,1250106,Resting,Inactive,Aarhus_1250106,train
burst_4,Aarhus,1250107,Resting,Inactive,Aarhus_1250107,train
burst_4,Aarhus,1250108,Resting,Inactive,Aarhus_1250108,train
burst_4,Aarhus,1250109,Walking,Active,Aarhus_1250109,train
