burst,Ind_ID,new_burst,attribution_merged,activity,id
burst_3,Seychelles,672838,Eating,Active,Seychelles_672838
burst_3,Seychelles,672839,Eating,Active,Seychelles_672839
burst_3,Seychelles,672840,Eating,Active,Seychelles_672840
burst_3,Seychelles,672841,Eating,Active,Seychelles_672841
burst_3,Seychelles,672842,Eating,Active,Seychelles_672842
burst_3,Seychelles,672843,Eating,Active,Seychelles_672843
burst_3,Seychelles,672844,Eating,Active,Seychelles_672844
burst_3,Seychelles,672845,Eating,Active,Seychelles_672845
burst_3,Seychelles,672846,Eating,Active,Seychelles_672846
burst_3,Seychelles,672847,Eating,Active,Seychelles_672847
burst_3,Seychelles,672848,Eating,Active,Seychelles_672848
burst_3,Seychelles,672849,Eating,Active,Seychelles_672849
burst_3,Seychelles,672850,Eating,Active,Seychelles_672850
burst_3,Seychelles,672851,Eating,Active,Seychelles_672851
burst_3,Seychelles,672852,Eating,Active,Seychelles_672852
burst_3,Seychelles,672853,Eating,Active,Seychelles_672853
burst_3,Seychelles,672854,Eating,Active,Seychelles_672854
burst_3,Seychelles,672855,Remove,Remove,Seychelles_672855
burst_3,Seychelles,672856,Eating,Active,Seychelles_672856
burst_3,Seychelles,672857,Eating,Active,Seychelles_672857
burst_3,Seychelles,672858,Eating,Active,Seychelles_672858
burst_3,Seychelles,672859,Eating,Active,Seychelles_672859
burst_3,Seychelles,672860,Eating,Active,Seychelles_672860
burst_3,Seychelles,672861,Eating,Active,Seychelles_672861
burst_3,Seychelles,672862,Eating,Active,Seychelles_672862
burst_3,Seychelles,672863,Eating,Active,Seychelles_672863
burst_3,Seychelles,672864,Eating,Active,Seychelles_672864
burst_3,Seychelles,672865,Resting,Inactive,Seychelles_672865
burst_3,Seychelles,672866,Resting,Inactive,Seychelles_672866
burst_3,Seychelles,672867,Resting,Inactive,Seychelles_672867
burst_3,Seychelles,672868,Resting,Inactive,Seychelles_672868
burst_3,Seychelles,672869,Resting,Inactive,Seychelles_672869
burst_3,Seychelles,672870,Resting,Inactive,Seychelles_672870
burst_3,Seychelles,672871,Remove,Remove,Seychelles_672871
burst_3,Seychelles,672872,Remove,Remove,Seychelles_672872
burst_3,Seychelles,672873,Remove,Remove,Seychelles_672873
burst_3,Seychelles,672874,Remove,Remove,Seychelles_672874
burst_3,Seychelles,672875,Remove,Remove,Seychelles_672875
burst_3,Seychelles,672876,Remove,Remove,Seychelles_672876
burst_3,Seychelles,672877,Remove,Remove,Seychelles_672877
burst_3,Seychelles,672878,Remove,Remove,Seychelles_672878
burst_3,Seychelles,672879,Remove,Remove,Seychelles_672879
burst_3,Seychelles,672880,Remove,Remove,Seychelles_672880
burst_3,Seychelles,672881,Remove,Remove,Seychelles_672881
burst_3,Seychelles,672882,Remove,Remove,Seychelles_672882
burst_3,Seychelles,672883,Remove,Remove,Seychelles_672883
burst_3,Seychelles,672884,Remove,Remove,Seychelles_672884
burst_3,Seychelles,672885,Remove,Remove,Seychelles_672885
burst_3,Seychelles,672886,Remove,Remove,Seychelles_672886
burst_3,Seychelles,672887,Remove,Remove,Seychelles_672887
burst_3,Seychelles,672888,Remove,Remove,Seychelles_672888
burst_3,Seychelles,672889,Remove,Remove,Seychelles_672889
burst_3,Seychelles,672890,Resting,Inactive,Seychelles_672890
burst_3,Seychelles,672891,Resting,Inactive,Seychelles_672891
burst_3,Seychelles,672892,Resting,Inactive,Seychelles_672892
burst_3,Seychelles,672893,Resting,Inactive,Seychelles_672893
burst_3,Seychelles,672894,Resting,Inactive,Seychelles_672894
burst_3,Seychelles,672895,Remove,Remove,Seychelles_672895
burst_3,Seychelles,672896,Remove,Remove,Seychelles_672896
burst_3,Seychelles,672897,Remove,Remove,Seychelles_672897
burst_3,Seychelles,672898,Remove,Remove,Seychelles_672898
burst_3,Seychelles,672899,Remove,Remove,Seychelles_672899
burst_3,Seychelles,672900,Remove,Remove,Seychelles_672900
burst_3,Seychelles,672901,Remove,Remove,Seychelles_672901
burst_3,Seychelles,672902,Remove,Remove,Seychelles_672902
burst_3,Seychelles,672903,Remove,Remove,Seychelles_672903
burst_3,Seychelles,672904,Remove,Remove,Seychelles_672904
burst_3,Seychelles,672905,Remove,Remove,Seychelles_672905
burst_3,Seychelles,672906,Remove,Remove,Seychelles_672906
burst_3,Seychelles,672907,Remove,Remove,Seychelles_672907
burst_3,Seychelles,672908,Remove,Remove,Seychelles_672908
burst_3,Seychelles,672909,Remove,Remove,Seychelles_672909
burst_3,Seychelles,672910,Remove,Remove,Seychelles_672910
burst_3,Seychelles,672911,Remove,Remove,Seychelles_672911
burst_3,Seychelles,672912,Remove,Remove,Seychelles_672912
burst_3,Seychelles,672913,Remove,Remove,Seychelles_672913
burst_3,Seychelles,672914,Walking,Active,Seychelles_672914
burst_3,Seychelles,672915,Remove,Remove,Seychelles_672915
burst_3,Seychelles,672916,Resting,Inactive,Seychelles_672916
burst_3,Seychelles,672917,Resting,Inactive,Seychelles_672917
burst_3,Seychelles,672918,Resting,Inactive,Seychelles_672918
burst_3,Seychelles,672919,Resting,Inactive,Seychelles_672919
burst_3,Seychelles,672920,Resting,Inactive,Seychelles_672920
burst_3,Seychelles,672921,Resting,Inactive,Seychelles_672921
burst_3,Seychelles,672922,Resting,Inactive,Seychelles_672922
burst_3,Seychelles,672923,Resting,Inactive,Seychelles_672923
burst_3,Seychelles,672924,Resting,Inactive,Seychelles_672924
burst_3,Seychelles,672925,Resting,Inactive,Seychelles_672925
burst_3,Seychelles,672926,Resting,Inactive,Seychelles_672926
burst_3,Seychelles,672927,Remove,Remove,Seychelles_672927
burst_3,Seychelles,672928,Resting,Inactive,Seychelles_672928
burst_3,Seychelles,672929,Resting,Inactive,Seychelles_672929
burst_3,Seychelles,672930,Resting,Inactive,Seychelles_672930
burst_3,Seychelles,672931,Remove,Remove,Seychelles_672931
burst_3,Seychelles,672932,Remove,Remove,Seychelles_672932
burst_3,Seychelles,672933,Remove,Remove,Seychelles_672933
burst_3,Seychelles,672934,Remove,Remove,Seychelles_672934
burst_3,Seychelles,672935,Remove,Remove,Seychelles_672935
burst_3,Seychelles,672936,Remove,Remove,Seychelles_672936
burst_3,Seychelles,672937,Remove,Remove,Seychelles_672937
burst_3,Seychelles,672938,Remove,Remove,Seychelles_672938
burst_3,Seychelles,672939,Remove,Remove,Seychelles_672939
burst_3,Seychelles,672940,Remove,Remove,Seychelles_672940
burst_3,Seychelles,672941,Remove,Remove,Seychelles_672941
burst_3,Seychelles,672942,Remove,Remove,Seychelles_672942
burst_3,Seychelles,672943,Remove,Remove,Seychelles_672943
burst_3,Seychelles,672944,Remove,Remove,Seychelles_672944
burst_3,Seychelles,672945,Remove,Remove,Seychelles_672945
burst_3,Seychelles,672946,Remove,Remove,Seychelles_672946
burst_3,Seychelles,672947,Remove,Remove,Seychelles_672947
burst_3,Seychelles,672948,Remove,Remove,Seychelles_672948
burst_3,Seychelles,672949,Remove,Remove,Seychelles_672949
burst_3,Seychelles,672950,Remove,Remove,Seychelles_672950
burst_3,Seychelles,672951,Remove,Remove,Seychelles_672951
burst_3,Seychelles,716884,Resting,Inactive,Seychelles_716884
burst_3,Seychelles,716885,Resting,Inactive,Seychelles_716885
burst_3,Seychelles,716886,Eating,Active,Seychelles_716886
burst_3,Seychelles,716887,Resting,Inactive,Seychelles_716887
burst_3,Seychelles,716888,Eating,Active,Seychelles_716888
burst_3,Seychelles,716889,Eating,Active,Seychelles_716889
burst_3,Seychelles,716890,Eating,Active,Seychelles_716890
burst_3,Seychelles,716891,Eating,Active,Seychelles_716891
burst_3,Seychelles,716892,Remove,Remove,Seychelles_716892
burst_3,Seychelles,716893,Resting,Inactive,Seychelles_716893
burst_3,Seychelles,716894,Resting,Inactive,Seychelles_716894
burst_3,Seychelles,716895,Resting,Inactive,Seychelles_716895
burst_3,Seychelles,716896,Eating,Active,Seychelles_716896
burst_3,Seychelles,716897,Eating,Active,Seychelles_716897
burst_3,Seychelles,716898,Eating,Active,Seychelles_716898
burst_3,Seychelles,716899,Eating,Active,Seychelles_716899
burst_3,Seychelles,716900,Eating,Active,Seychelles_716900
burst_3,Seychelles,716901,Eating,Active,Seychelles_716901
burst_3,Seychelles,716902,Eating,Active,Seychelles_716902
burst_3,Seychelles,716903,Eating,Active,Seychelles_716903
burst_3,Seychelles,716904,Eating,Active,Seychelles_716904
burst_3,Seychelles,716905,Eating,Active,Seychelles_716905
burst_3,Seychelles,716906,Eating,Active,Seychelles_716906
burst_3,Seychelles,716907,Eating,Active,Seychelles_716907
burst_3,Seychelles,897925,Grooming actor,Active,Seychelles_897925
burst_3,Seychelles,897926,Grooming actor,Active,Seychelles_897926
burst_3,Seychelles,897927,Grooming actor,Active,Seychelles_897927
burst_3,Seychelles,897928,Remove,Remove,Seychelles_897928
burst_3,Seychelles,897929,Remove,Remove,Seychelles_897929
burst_3,Seychelles,897930,Remove,Remove,Seychelles_897930
burst_3,Seychelles,897931,Remove,Remove,Seychelles_897931
burst_3,Seychelles,897932,Remove,Remove,Seychelles_897932
burst_3,Seychelles,897933,Remove,Remove,Seychelles_897933
burst_3,Seychelles,897934,Remove,Remove,Seychelles_897934
burst_3,Seychelles,897935,Remove,Remove,Seychelles_897935
burst_3,Seychelles,897936,Remove,Remove,Seychelles_897936
burst_3,Seychelles,897937,Resting,Inactive,Seychelles_897937
burst_3,Seychelles,897938,Resting,Inactive,Seychelles_897938
burst_3,Seychelles,897939,Resting,Inactive,Seychelles_897939
burst_3,Seychelles,897940,Remove,Remove,Seychelles_897940
burst_3,Seychelles,897941,Remove,Remove,Seychelles_897941
burst_3,Seychelles,897942,Remove,Remove,Seychelles_897942
burst_3,Seychelles,897943,Resting,Inactive,Seychelles_897943
burst_3,Seychelles,897944,Resting,Inactive,Seychelles_897944
burst_3,Seychelles,897945,Resting,Inactive,Seychelles_897945
burst_3,Seychelles,897946,Remove,Remove,Seychelles_897946
burst_3,Seychelles,897947,Remove,Remove,Seychelles_897947
burst_3,Seychelles,897948,Remove,Remove,Seychelles_897948
burst_3,Seychelles,897949,Resting,Inactive,Seychelles_897949
burst_3,Seychelles,897950,Resting,Inactive,Seychelles_897950
burst_3,Seychelles,897951,Resting,Inactive,Seychelles_897951
burst_3,Seychelles,897952,Resting,Inactive,Seychelles_897952
burst_3,Seychelles,897953,Resting,Inactive,Seychelles_897953
burst_3,Seychelles,897954,Resting,Inactive,Seychelles_897954
burst_3,Seychelles,897955,Resting,Inactive,Seychelles_897955
burst_3,Seychelles,897956,Resting,Inactive,Seychelles_897956
burst_3,Seychelles,897957,Resting,Inactive,Seychelles_897957
burst_3,Seychelles,897958,Resting,Inactive,Seychelles_897958
burst_3,Seychelles,897959,Resting,Inactive,Seychelles_897959
burst_3,Seychelles,897960,Resting,Inactive,Seychelles_897960
burst_3,Seychelles,897961,Resting,Inactive,Seychelles_897961
burst_3,Seychelles,897962,Resting,Inactive,Seychelles_897962
burst_3,Seychelles,897963,Resting,Inactive,Seychelles_897963
burst_3,Seychelles,897964,Remove,Remove,Seychelles_897964
burst_3,Seychelles,897965,Remove,Remove,Seychelles_897965
burst_3,Seychelles,897966,Eating,Active,Seychelles_897966
burst_3,Seychelles,897967,Resting,Inactive,Seychelles_897967
burst_3,Seychelles,897968,Walking,Active,Seychelles_897968
burst_3,Seychelles,897969,Remove,Remove,Seychelles_897969
burst_3,Seychelles,897970,Grooming receiver,Inactive,Seychelles_897970
burst_3,Seychelles,897971,Grooming receiver,Inactive,Seychelles_897971
burst_3,Seychelles,897972,Grooming receiver,Inactive,Seychelles_897972
burst_3,Seychelles,897973,Grooming actor,Active,Seychelles_897973
burst_3,Seychelles,897974,Grooming actor,Active,Seychelles_897974
burst_3,Seychelles,897975,Grooming actor,Active,Seychelles_897975
burst_3,Seychelles,897976,Resting,Inactive,Seychelles_897976
burst_3,Seychelles,897977,Resting,Inactive,Seychelles_897977
burst_3,Seychelles,897978,Resting,Inactive,Seychelles_897978
burst_3,Seychelles,897979,Resting,Inactive,Seychelles_897979
burst_3,Seychelles,897980,Resting,Inactive,Seychelles_897980
burst_3,Seychelles,897981,Resting,Inactive,Seychelles_897981
burst_3,Seychelles,897982,Remove,Remove,Seychelles_897982
burst_3,Seychelles,897983,Remove,Remove,Seychelles_897983
burst_3,Seychelles,897984,Resting,Inactive,Seychelles_897984
burst_3,Seychelles,926722,Grooming receiver,Inactive,Seychelles_926722
burst_3,Seychelles,926723,Grooming receiver,Inactive,Seychelles_926723
burst_3,Seychelles,926724,Grooming receiver,Inactive,Seychelles_926724
burst_3,Seychelles,926725,Grooming actor,Active,Seychelles_926725
burst_3,Seychelles,926726,Grooming actor,Active,Seychelles_926726
burst_3,Seychelles,926727,Grooming actor,Active,Seychelles_926727
burst_3,Seychelles,926728,Grooming actor,Active,Seychelles_926728
burst_3,Seychelles,926729,Grooming actor,Active,Seychelles_926729
burst_3,Seychelles,926730,Grooming actor,Active,Seychelles_926730
burst_3,Seychelles,926731,Resting,Inactive,Seychelles_926731
burst_3,Seychelles,926732,Resting,Inactive,Seychelles_926732
burst_3,Seychelles,926733,Resting,Inactive,Seychelles_926733
burst_3,Seychelles,926734,Resting,Inactive,Seychelles_926734
burst_3,Seychelles,926735,Resting,Inactive,Seychelles_926735
burst_3,Seychelles,926736,Resting,Inactive,Seychelles_926736
burst_3,Seychelles,926737,Resting,Inactive,Seychelles_926737
burst_3,Seychelles,926738,Resting,Inactive,Seychelles_926738
burst_3,Seychelles,926739,Resting,Inactive,Seychelles_926739
burst_3,Seychelles,926740,Resting,Inactive,Seychelles_926740
burst_3,Seychelles,926741,Remove,Remove,Seychelles_926741
burst_3,Seychelles,926742,Grooming actor,Active,Seychelles_926742
burst_3,Seychelles,926743,Grooming actor,Active,Seychelles_926743
burst_3,Seychelles,926744,Grooming actor,Active,Seychelles_926744
burst_3,Seychelles,926745,Grooming actor,Active,Seychelles_926745
burst_3,Seychelles,926746,Grooming actor,Active,Seychelles_926746
burst_3,Seychelles,926747,Grooming actor,Active,Seychelles_926747
burst_3,Seychelles,926748,Grooming actor,Active,Seychelles_926748
burst_3,Seychelles,926749,Grooming actor,Active,Seychelles_926749
burst_3,Seychelles,926750,Grooming actor,Active,Seychelles_926750
burst_3,Seychelles,926751,Grooming actor,Active,Seychelles_926751
burst_3,Seychelles,926752,Grooming receiver,Inactive,Seychelles_926752
burst_3,Seychelles,926753,Grooming receiver,Inactive,Seychelles_926753
burst_3,Seychelles,926754,Grooming receiver,Inactive,Seychelles_926754
burst_3,Seychelles,926755,Grooming receiver,Inactive,Seychelles_926755
burst_3,Seychelles,926756,Grooming receiver,Inactive,Seychelles_926756
burst_3,Seychelles,926757,Grooming receiver,Inactive,Seychelles_926757
burst_3,Seychelles,926758,Grooming actor,Active,Seychelles_926758
burst_3,Seychelles,926759,Grooming actor,Active,Seychelles_926759
burst_3,Seychelles,926760,Grooming actor,Active,Seychelles_926760
burst_3,Seychelles,926761,Grooming actor,Active,Seychelles_926761
burst_3,Seychelles,926762,Grooming actor,Active,Seychelles_926762
burst_3,Seychelles,926763,Grooming actor,Active,Seychelles_926763
burst_3,Seychelles,926764,Grooming actor,Active,Seychelles_926764
burst_3,Seychelles,926765,Grooming actor,Active,Seychelles_926765
burst_3,Seychelles,926766,Grooming actor,Active,Seychelles_926766
burst_3,Seychelles,926767,Resting,Inactive,Seychelles_926767
burst_3,Seychelles,926768,Grooming actor,Active,Seychelles_926768
burst_3,Seychelles,926769,Grooming actor,Active,Seychelles_926769
burst_3,Seychelles,926770,Grooming actor,Active,Seychelles_926770
burst_3,Seychelles,926771,Grooming actor,Active,Seychelles_926771
burst_3,Seychelles,926772,Grooming actor,Active,Seychelles_926772
burst_3,Seychelles,926773,Grooming receiver,Inactive,Seychelles_926773
burst_3,Seychelles,926774,Grooming receiver,Inactive,Seychelles_926774
burst_3,Seychelles,926775,Grooming receiver,Inactive,Seychelles_926775
burst_3,Seychelles,926776,Grooming receiver,Inactive,Seychelles_926776
burst_3,Seychelles,926777,Grooming receiver,Inactive,Seychelles_926777
burst_3,Seychelles,926778,Grooming receiver,Inactive,Seychelles_926778
burst_3,Seychelles,926779,Grooming receiver,Inactive,Seychelles_926779
burst_3,Seychelles,926780,Grooming receiver,Inactive,Seychelles_926780
burst_3,Seychelles,926781,Grooming receiver,Inactive,Seychelles_926781
burst_3,Seychelles,949511,Eating,Active,Seychelles_949511
burst_3,Seychelles,949512,Eating,Active,Seychelles_949512
burst_3,Seychelles,949513,Remove,Remove,Seychelles_949513
burst_3,Seychelles,949514,Remove,Remove,Seychelles_949514
burst_3,Seychelles,949515,Remove,Remove,Seychelles_949515
burst_3,Seychelles,949516,Remove,Remove,Seychelles_949516
burst_3,Seychelles,949517,Remove,Remove,Seychelles_949517
burst_3,Seychelles,949518,Self-scratching,Active,Seychelles_949518
burst_3,Seychelles,949519,Eating,Active,Seychelles_949519
burst_3,Seychelles,949520,Remove,Remove,Seychelles_949520
burst_3,Seychelles,949521,Remove,Remove,Seychelles_949521
burst_3,Seychelles,969496,Grooming actor,Active,Seychelles_969496
burst_3,Seychelles,969497,Grooming actor,Active,Seychelles_969497
burst_3,Seychelles,969498,Grooming actor,Active,Seychelles_969498
burst_3,Seychelles,969499,Grooming actor,Active,Seychelles_969499
burst_3,Seychelles,969500,Grooming actor,Active,Seychelles_969500
burst_3,Seychelles,969501,Grooming actor,Active,Seychelles_969501
burst_3,Seychelles,969502,Grooming receiver,Inactive,Seychelles_969502
burst_3,Seychelles,969503,Grooming receiver,Inactive,Seychelles_969503
burst_3,Seychelles,969504,Grooming receiver,Inactive,Seychelles_969504
burst_3,Seychelles,969505,Grooming receiver,Inactive,Seychelles_969505
burst_3,Seychelles,969506,Grooming receiver,Inactive,Seychelles_969506
burst_3,Seychelles,969507,Grooming receiver,Inactive,Seychelles_969507
burst_3,Seychelles,969508,Grooming receiver,Inactive,Seychelles_969508
burst_3,Seychelles,969509,Grooming receiver,Inactive,Seychelles_969509
burst_3,Seychelles,969510,Grooming receiver,Inactive,Seychelles_969510
burst_3,Seychelles,969511,Grooming receiver,Inactive,Seychelles_969511
burst_3,Seychelles,969512,Grooming receiver,Inactive,Seychelles_969512
burst_3,Seychelles,969513,Grooming receiver,Inactive,Seychelles_969513
burst_3,Seychelles,969514,Grooming receiver,Inactive,Seychelles_969514
burst_3,Seychelles,969515,Grooming receiver,Inactive,Seychelles_969515
burst_3,Seychelles,969516,Grooming receiver,Inactive,Seychelles_969516
burst_3,Seychelles,969517,Grooming receiver,Inactive,Seychelles_969517
burst_3,Seychelles,969518,Grooming receiver,Inactive,Seychelles_969518
burst_3,Seychelles,969519,Grooming receiver,Inactive,Seychelles_969519
burst_3,Seychelles,969520,Resting,Inactive,Seychelles_969520
burst_3,Seychelles,969521,Self-scratching,Active,Seychelles_969521
burst_3,Seychelles,969522,Self-scratching,Active,Seychelles_969522
burst_3,Seychelles,969523,Resting,Inactive,Seychelles_969523
burst_3,Seychelles,969524,Resting,Inactive,Seychelles_969524
burst_3,Seychelles,969525,Resting,Inactive,Seychelles_969525
burst_3,Seychelles,969526,Resting,Inactive,Seychelles_969526
burst_3,Seychelles,969527,Resting,Inactive,Seychelles_969527
burst_3,Seychelles,969528,Resting,Inactive,Seychelles_969528
burst_3,Seychelles,969529,Resting,Inactive,Seychelles_969529
burst_3,Seychelles,969530,Remove,Remove,Seychelles_969530
burst_3,Seychelles,969531,Resting,Inactive,Seychelles_969531
burst_3,Seychelles,969532,Remove,Remove,Seychelles_969532
burst_3,Seychelles,969533,Resting,Inactive,Seychelles_969533
burst_3,Seychelles,969534,Resting,Inactive,Seychelles_969534
burst_3,Seychelles,969535,Grooming actor,Active,Seychelles_969535
burst_3,Seychelles,969536,Resting,Inactive,Seychelles_969536
burst_3,Seychelles,969537,Resting,Inactive,Seychelles_969537
burst_3,Seychelles,969538,Resting,Inactive,Seychelles_969538
burst_3,Seychelles,969539,Resting,Inactive,Seychelles_969539
burst_3,Seychelles,969540,Resting,Inactive,Seychelles_969540
burst_3,Seychelles,969541,Resting,Inactive,Seychelles_969541
burst_3,Seychelles,969542,Resting,Inactive,Seychelles_969542
burst_3,Seychelles,969543,Resting,Inactive,Seychelles_969543
burst_3,Seychelles,969544,Resting,Inactive,Seychelles_969544
burst_3,Seychelles,969545,Resting,Inactive,Seychelles_969545
burst_3,Seychelles,969546,Self-scratching,Active,Seychelles_969546
burst_3,Seychelles,969547,Resting,Inactive,Seychelles_969547
burst_3,Seychelles,969548,Resting,Inactive,Seychelles_969548
burst_3,Seychelles,969549,Resting,Inactive,Seychelles_969549
burst_3,Seychelles,969550,Resting,Inactive,Seychelles_969550
burst_3,Seychelles,969551,Resting,Inactive,Seychelles_969551
burst_3,Seychelles,969552,Resting,Inactive,Seychelles_969552
burst_3,Seychelles,969553,Grooming actor,Active,Seychelles_969553
burst_3,Seychelles,969554,Grooming actor,Active,Seychelles_969554
burst_3,Seychelles,969555,Grooming actor,Active,Seychelles_969555
burst_3,Shongololo,327028,Walking,Active,Shongololo_327028
burst_3,Shongololo,327029,Remove,Remove,Shongololo_327029
burst_3,Shongololo,327030,Walking,Active,Shongololo_327030
burst_3,Shongololo,327031,Resting,Inactive,Shongololo_327031
burst_3,Shongololo,327032,Resting,Inactive,Shongololo_327032
burst_3,Shongololo,327033,Resting,Inactive,Shongololo_327033
burst_3,Shongololo,497337,Running,Active,Shongololo_497337
burst_3,Shongololo,497338,Remove,Remove,Shongololo_497338
burst_3,Shongololo,497339,Remove,Remove,Shongololo_497339
burst_3,Shongololo,986902,Eating,Active,Shongololo_986902
burst_3,Shongololo,986903,Eating,Active,Shongololo_986903
burst_3,Shongololo,986904,Eating,Active,Shongololo_986904
burst_3,Shongololo,986905,Eating,Active,Shongololo_986905
burst_3,Shongololo,986906,Eating,Active,Shongololo_986906
burst_3,Shongololo,986907,Eating,Active,Shongololo_986907
burst_3,Shongololo,986908,Eating,Active,Shongololo_986908
burst_3,Shongololo,986909,Eating,Active,Shongololo_986909
burst_3,Shongololo,986910,Eating,Active,Shongololo_986910
burst_3,Shongololo,986911,Eating,Active,Shongololo_986911
burst_3,Shongololo,986912,Eating,Active,Shongololo_986912
burst_3,Shongololo,986913,Eating,Active,Shongololo_986913
burst_3,Shongololo,986914,Eating,Active,Shongololo_986914
burst_3,Shongololo,986915,Eating,Active,Shongololo_986915
burst_3,Shongololo,986916,Eating,Active,Shongololo_986916
burst_3,Shongololo,986917,Eating,Active,Shongololo_986917
burst_3,Shongololo,986918,Eating,Active,Shongololo_986918
burst_3,Shongololo,986919,Eating,Active,Shongololo_986919
burst_3,Shongololo,986920,Eating,Active,Shongololo_986920
burst_3,Shongololo,986921,Eating,Active,Shongololo_986921
burst_3,Shongololo,986922,Eating,Active,Shongololo_986922
burst_3,Shongololo,986923,Eating,Active,Shongololo_986923
burst_3,Shongololo,986924,Resting,Inactive,Shongololo_986924
burst_3,Shongololo,986925,Walking,Active,Shongololo_986925
burst_3,Shongololo,986926,Remove,Remove,Shongololo_986926
burst_3,Shongololo,986927,Remove,Remove,Shongololo_986927
burst_3,Shongololo,986928,Remove,Remove,Shongololo_986928
burst_3,Shongololo,986929,Remove,Remove,Shongololo_986929
burst_3,Shongololo,986930,Resting,Inactive,Shongololo_986930
burst_3,Shongololo,986931,Resting,Inactive,Shongololo_986931
burst_3,Shongololo,986932,Remove,Remove,Shongololo_986932
burst_3,Shongololo,986933,Walking,Active,Shongololo_986933
burst_3,Shongololo,986934,Walking,Active,Shongololo_986934
burst_3,Shongololo,986935,Resting,Inactive,Shongololo_986935
burst_3,Shongololo,986936,Resting,Inactive,Shongololo_986936
burst_3,Shongololo,986937,Resting,Inactive,Shongololo_986937
burst_3,Shongololo,986938,Self-scratching,Active,Shongololo_986938
burst_3,Shongololo,986939,Walking,Active,Shongololo_986939
burst_3,Shongololo,986940,Remove,Remove,Shongololo_986940
burst_3,Shongololo,986941,Eating,Active,Shongololo_986941
burst_3,Shongololo,986942,Eating,Active,Shongololo_986942
burst_3,Shongololo,986943,Remove,Remove,Shongololo_986943
burst_3,Shongololo,986944,Eating,Active,Shongololo_986944
burst_3,Shongololo,986945,Eating,Active,Shongololo_986945
burst_3,Shongololo,986946,Remove,Remove,Shongololo_986946
burst_3,Shongololo,986947,Eating,Active,Shongololo_986947
burst_3,Shongololo,986948,Eating,Active,Shongololo_986948
burst_3,Shongololo,986949,Eating,Active,Shongololo_986949
burst_3,Shongololo,986950,Eating,Active,Shongololo_986950
burst_3,Shongololo,986951,Eating,Active,Shongololo_986951
burst_3,Shongololo,986952,Walking,Active,Shongololo_986952
burst_3,Shongololo,986953,Remove,Remove,Shongololo_986953
burst_3,Shongololo,986954,Remove,Remove,Shongololo_986954
burst_3,Shongololo,986955,Remove,Remove,Shongololo_986955
burst_3,Shongololo,986956,Walking,Active,Shongololo_986956
burst_3,Shongololo,986957,Remove,Remove,Shongololo_986957
burst_3,Shongololo,986958,Remove,Remove,Shongololo_986958
burst_3,Shongololo,991927,Self-scratching,Active,Shongololo_991927
burst_3,Shongololo,991928,Self-scratching,Active,Shongololo_991928
burst_3,Shongololo,991929,Remove,Remove,Shongololo_991929
burst_3,Shongololo,991930,Resting,Inactive,Shongololo_991930
burst_3,Shongololo,991931,Resting,Inactive,Shongololo_991931
burst_3,Shongololo,991932,Resting,Inactive,Shongololo_991932
burst_3,Shongololo,991933,Resting,Inactive,Shongololo_991933
burst_3,Shongololo,991934,Resting,Inactive,Shongololo_991934
burst_3,Shongololo,991935,Resting,Inactive,Shongololo_991935
burst_3,Shongololo,991936,Resting,Inactive,Shongololo_991936
burst_3,Shongololo,991937,Resting,Inactive,Shongololo_991937
burst_3,Shongololo,991938,Resting,Inactive,Shongololo_991938
burst_3,Shongololo,991939,Resting,Inactive,Shongololo_991939
burst_3,Shongololo,991940,Resting,Inactive,Shongololo_991940
burst_3,Shongololo,991941,Resting,Inactive,Shongololo_991941
burst_3,Shongololo,991942,Self-scratching,Active,Shongololo_991942
burst_3,Shongololo,991943,Resting,Inactive,Shongololo_991943
burst_3,Shongololo,991944,Resting,Inactive,Shongololo_991944
burst_3,Shongololo,991945,Self-scratching,Active,Shongololo_991945
burst_3,Shongololo,991946,Resting,Inactive,Shongololo_991946
burst_3,Shongololo,991947,Resting,Inactive,Shongololo_991947
burst_3,Shongololo,991948,Eating,Active,Shongololo_991948
burst_3,Shongololo,991949,Eating,Active,Shongololo_991949
burst_3,Shongololo,991950,Eating,Active,Shongololo_991950
burst_3,Shongololo,991951,Resting,Inactive,Shongololo_991951
burst_3,Shongololo,991952,Resting,Inactive,Shongololo_991952
burst_3,Shongololo,991953,Remove,Remove,Shongololo_991953
burst_3,Shongololo,991954,Remove,Remove,Shongololo_991954
burst_3,Shongololo,991955,Walking,Active,Shongololo_991955
burst_3,Shongololo,991956,Resting,Inactive,Shongololo_991956
burst_3,Shongololo,991957,Resting,Inactive,Shongololo_991957
burst_3,Shongololo,991958,Resting,Inactive,Shongololo_991958
burst_3,Shongololo,991959,Resting,Inactive,Shongololo_991959
burst_3,Shongololo,991960,Resting,Inactive,Shongololo_991960
burst_3,Shongololo,991961,Remove,Remove,Shongololo_991961
burst_3,Shongololo,991962,Self-scratching,Active,Shongololo_991962
burst_3,Shongololo,991963,Eating,Active,Shongololo_991963
burst_3,Shongololo,991964,Eating,Active,Shongololo_991964
burst_3,Shongololo,991965,Eating,Active,Shongololo_991965
burst_3,Shongololo,991966,Eating,Active,Shongololo_991966
burst_3,Shongololo,991967,Eating,Active,Shongololo_991967
burst_3,Shongololo,991968,Eating,Active,Shongololo_991968
burst_3,Shongololo,991969,Eating,Active,Shongololo_991969
burst_3,Shongololo,991970,Eating,Active,Shongololo_991970
